enrollee_id,target,mobility_persona,last_job_change_bin_norm,training_hours_bin,education_level,experience_clean,company_size_bin
321,0.0,Early-Career Explorer,<=1 year,High (51-100),Primary School,8.0,Mid
17681,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Mid
32023,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,3.0,Mid
19193,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,14.0,Mid
15814,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,6.0,Small
26837,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Mid
28294,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,14.0,Very Small
13816,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,2.0,Enterprise
8406,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,0.0,Enterprise
375,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,11.0,Mid
22435,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,13.0,Large
2890,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,11.0,Small
16144,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,7.0,Mid
26998,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),High School,2.0,Enterprise
30034,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,21.0,Mid
7043,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Small
2117,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,13.0,Small
7624,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Mid
23075,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Enterprise
9553,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,8.0,Enterprise
23348,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,4.0,Small
8134,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,4.0,Small
30420,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,1.0,Enterprise
7895,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,5.0,Mid
18751,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,11.0,Very Small
24487,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Enterprise
130,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,16.0,Enterprise
1896,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,10.0,Mid
16779,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,16.0,Very Small
1831,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,3.0,Very Small
24441,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,17.0,Small
21062,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,14.0,Mid
13026,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,7.0,Mid
19042,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,15.0,Mid
1755,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Mid
30224,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,3.0,Small
14213,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,5.0,Very Small
22128,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Enterprise
21305,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Very Small
20177,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Mid
25262,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,10.0,Very Small
9146,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Very Small
31116,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
24449,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Small
27126,1.0,Early-Career Explorer,<=1 year,High (51-100),Masters,3.0,Mid
13287,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Mid
3405,0.0,Early-Career Explorer,<=1 year,Low (0-25),Unknown,6.0,Mid
18458,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,10.0,Small
24343,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,14.0,Very Small
11742,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,16.0,Mid
9836,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,16.0,Small
13532,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,10.0,Small
19871,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Small
26665,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Mid
19076,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,13.0,Mid
12009,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
23495,1.0,Anchored Contributor,4-5 years,Low (0-25),Masters,16.0,Small
6512,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,3.0,Small
8148,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Small
6553,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,10.0,Small
22755,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,19.0,Mid
1340,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,21.0,Mid
24383,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),High School,3.0,Mid
4527,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Unknown,5.0,Enterprise
32671,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,2.0,Small
10807,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Small
25532,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,19.0,Enterprise
15040,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,15.0,Small
24348,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,2.0,Mid
2154,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,17.0,Enterprise
5414,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,8.0,Mid
32730,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,0.0,Enterprise
1948,0.0,Early-Career Explorer,<=1 year,Low (0-25),Phd,21.0,Small
15365,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,16.0,Enterprise
24500,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,11.0,Mid
14982,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Small
25911,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,4.0,Small
27313,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,20.0,Enterprise
18466,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,14.0,Mid
11537,1.0,Early-Career Explorer,<=1 year,Low (0-25),Unknown,2.0,Very Small
29134,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Masters,14.0,Small
14141,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Very Small
13835,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,0.0,Mid
9568,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,2.0,Mid
23201,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,9.0,Enterprise
2843,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,1.0,Very Small
26987,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,5.0,Small
24365,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,1.0,Very Small
11052,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,19.0,Mid
3552,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,16.0,Very Small
24651,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,4.0,Very Small
4644,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,12.0,Mid
3082,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,19.0,Enterprise
3886,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,5.0,Mid
15821,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Masters,3.0,Small
10670,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,7.0,Large
20377,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,1.0,Very Small
791,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,9.0,Small
11351,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,14.0,Mid
1460,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Mid
15778,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,15.0,Very Small
6870,1.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,9.0,Large
32593,1.0,Early-Career Explorer,<=1 year,Very High (101+),High School,6.0,Mid
21055,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Small
24090,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Enterprise
17690,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,0.0,Enterprise
13053,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Very Small
12229,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,17.0,Enterprise
4485,1.0,Early-Career Explorer,<=1 year,Very High (101+),High School,0.0,Mid
12791,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,17.0,Mid
6013,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,21.0,Enterprise
27263,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,5.0,Small
13442,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,5.0,Large
10793,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,9.0,Mid
30581,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,21.0,Enterprise
23525,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,1.0,Mid
9421,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,8.0,Mid
14714,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,4.0,Very Small
1725,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,16.0,Mid
3154,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Mid
6688,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Small
17332,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,3.0,Mid
15730,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,5.0,Mid
7099,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Very Small
8183,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,16.0,Large
21524,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,4.0,Enterprise
1524,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,10.0,Enterprise
27737,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Mid
27790,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),High School,14.0,Mid
11146,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,16.0,Mid
31520,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,2.0,Enterprise
12188,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,16.0,Very Small
31178,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,5.0,Mid
4712,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Very Small
23483,0.0,Early-Career Explorer,<=1 year,High (51-100),Unknown,2.0,Large
30227,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,7.0,Small
8907,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,21.0,Small
15721,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,16.0,Mid
25015,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,21.0,Large
1990,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,10.0,Very Small
30515,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,7.0,Mid
26949,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,21.0,Enterprise
31589,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,17.0,Very Small
31374,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,9.0,Very Small
7705,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,15.0,Large
17146,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,11.0,Mid
558,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Primary School,3.0,Very Small
1961,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,7.0,Mid
26675,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,2.0,Mid
33065,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,5.0,Very Small
16281,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,6.0,Mid
16036,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
20620,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,19.0,Enterprise
4196,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,1.0,Mid
7892,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,3.0,Mid
19768,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Mid
33180,0.0,Anchored Contributor,4-5 years,High (51-100),High School,21.0,Enterprise
13215,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,10.0,Enterprise
2386,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,2.0,Enterprise
18582,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,9.0,Enterprise
25222,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,7.0,Very Small
5697,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,21.0,Mid
5172,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,3.0,Mid
1815,1.0,Anchored Contributor,4-5 years,Low (0-25),Masters,18.0,Enterprise
18347,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,6.0,Very Small
3907,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,16.0,Enterprise
372,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Very Small
10580,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Phd,16.0,Mid
33376,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,8.0,Enterprise
27970,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,1.0,Mid
20568,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,16.0,Small
9059,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,7.0,Mid
27233,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Small
30763,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,6.0,Small
12383,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,13.0,Very Small
16428,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,4.0,Enterprise
3074,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,21.0,Very Small
18577,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Masters,12.0,Mid
26667,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,16.0,Enterprise
16761,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,5.0,Small
953,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,10.0,Large
22702,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,6.0,Mid
20533,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Small
26444,1.0,Anchored Contributor,4-5 years,High (51-100),Masters,3.0,Very Small
6617,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,2.0,Small
1664,1.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Masters,5.0,Mid
13312,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,21.0,Mid
5051,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,7.0,Mid
27122,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Small
13663,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,17.0,Mid
30803,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,3.0,Mid
29610,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Mid
24856,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,14.0,Enterprise
27478,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,19.0,Mid
24844,1.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,6.0,Mid
13444,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,11.0,Small
20446,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,4.0,Small
4296,0.0,Anchored Contributor,4-5 years,High (51-100),Phd,21.0,Very Small
23167,0.0,Early-Career Explorer,<=1 year,Very High (101+),High School,3.0,Mid
33297,1.0,Anchored Contributor,4-5 years,Low (0-25),Unknown,21.0,Very Small
32407,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,15.0,Enterprise
32501,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,9.0,Mid
18350,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Small
26286,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,2.0,Small
2526,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,7.0,Enterprise
26269,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,21.0,Very Small
8862,1.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,10.0,Enterprise
19713,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Large
4104,0.0,Anchored Contributor,4-5 years,High (51-100),Phd,21.0,Small
30230,1.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,21.0,Mid
14437,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,4.0,Mid
396,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,16.0,Very Small
21730,0.0,Early-Career Explorer,<=1 year,High (51-100),High School,9.0,Enterprise
9720,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,15.0,Enterprise
26319,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,10.0,Enterprise
11921,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,15.0,Enterprise
12918,0.0,Anchored Contributor,4-5 years,Moderate (26-50),Graduate,8.0,Enterprise
13234,1.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,12.0,Small
20788,1.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,7.0,Enterprise
19380,1.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,21.0,Large
5852,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,7.0,Mid
26206,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,12.0,Mid
8417,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,8.0,Mid
4780,0.0,Early-Career Explorer,<=1 year,Low (0-25),Primary School,0.0,Mid
12186,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,14.0,Very Small
29233,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,5.0,Small
18321,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,9.0,Very Small
25771,0.0,Anchored Contributor,4-5 years,Very High (101+),Masters,8.0,Enterprise
6514,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,13.0,Mid
7763,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,3.0,Mid
901,0.0,Anchored Contributor,4-5 years,Low (0-25),Graduate,4.0,Enterprise
10267,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,21.0,Mid
2474,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,21.0,Enterprise
10054,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,13.0,Large
16767,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,14.0,Small
17256,0.0,Early-Career Explorer,<=1 year,Low (0-25),High School,6.0,Very Small
20557,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,7.0,Small
18784,0.0,Anchored Contributor,4-5 years,High (51-100),Masters,11.0,Enterprise
21160,1.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,5.0,Mid
24527,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,9.0,Mid
16927,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,17.0,Mid
19549,1.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Graduate,10.0,Very Small
15987,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,12.0,Small
30597,0.0,Early-Career Explorer,<=1 year,Low (0-25),Primary School,3.0,Very Small
17580,0.0,Early-Career Explorer,<=1 year,High (51-100),Graduate,8.0,Mid
2206,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Phd,11.0,Mid
10901,0.0,Anchored Contributor,4-5 years,Very High (101+),Graduate,9.0,Small
6286,0.0,Early-Career Explorer,<=1 year,High (51-100),Masters,2.0,Very Small
33168,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,0.0,Very Small
28497,1.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,10.0,Small
931,0.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,5.0,Mid
5579,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),High School,11.0,Mid
22350,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,6.0,Enterprise
25365,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,14.0,Mid
27270,0.0,Early-Career Explorer,<=1 year,Low (0-25),Masters,6.0,Mid
30250,0.0,Mid-Career Plateau Risk,2-3 years,Very High (101+),Graduate,13.0,Very Small
6004,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,21.0,Mid
9675,0.0,Early-Career Explorer,<=1 year,Very High (101+),Masters,21.0,Mid
11141,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,10.0,Small
12143,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,21.0,Large
33190,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Graduate,9.0,Very Small
2129,0.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,4.0,Small
4673,0.0,Mid-Career Plateau Risk,2-3 years,Low (0-25),Masters,14.0,Small
2728,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,5.0,Mid
18736,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Masters,10.0,Small
19772,1.0,Early-Career Explorer,<=1 year,Low (0-25),Graduate,1.0,Small
29911,0.0,Early-Career Explorer,<=1 year,Very High (101+),Unknown,7.0,Mid
18353,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,1.0,Mid
26857,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,4.0,Small
11590,0.0,Mid-Career Plateau Risk,2-3 years,Moderate (26-50),Graduate,2.0,Enterprise
8262,1.0,Early-Career Explorer,<=1 year,Very High (101+),Graduate,8.0,Mid
14668,0.0,Early-Career Explorer,<=1 year,Moderate (26-50),Graduate,2.0,Mid
17104,0.0,Mid-Career Plateau Risk,2-3 years,High (51-100),Phd,21.0,Enterprise
764,0.0,Anchored Contributor,4-5 years,High (51-100),Graduate,21.0,Enterprise
